IDtig00000595.g97.t1	Antimicrobial_peptide
IDtig00001424.g20.t1	Antimicrobial_peptide
IDtig00001921.g36.t1	Antimicrobial_peptide
IDtig00006613.g39.t1	Antimicrobial_peptide
IDtig00007668.g119.t1	Antimicrobial_peptide
IDtig00008454.g31.t1	Antimicrobial_peptide
IDtig00009103.g32.t1	Antimicrobial_peptide
IDtig00010179.g124.t1	Antimicrobial_peptide
IDtig00010591.g128.t1	Antimicrobial_peptide
IDtig00010639.g41.t1	Antimicrobial_peptide
IDtig00012656.g127.t1	Antimicrobial_peptide
IDtig00012883.g68.t1	Antimicrobial_peptide
IDtig00012919.g83.t1	Antimicrobial_peptide
IDtig00013414.g15.t1	Antimicrobial_peptide
IDtig00013711.g124.t1	Antimicrobial_peptide
IDtig00014179.g123.t1	Antimicrobial_peptide
IDtig00014694.g48.t1	Antimicrobial_peptide
IDtig00015758.g76.t1	Antimicrobial_peptide
IDtig00015893.g56.t1	Antimicrobial_peptide
IDtig00017134.g98.t1	Antimicrobial_peptide
IDtig00019949.g75.t1	Antimicrobial_peptide
IDtig00023206.g101.t1	Antimicrobial_peptide
IDtig00023851.g30.t1	Antimicrobial_peptide
IDtig00024882.g91.t1	Antimicrobial_peptide
IDtig00024985.g61.t1	Antimicrobial_peptide
IDtig00029910.g72.t1	Antimicrobial_peptide
IDtig00029917.g106.t1	Antimicrobial_peptide
IDtig00032681.g38.t1	Antimicrobial_peptide
IDtig00032894.g22.t1	Antimicrobial_peptide
IDtig00033042.g85.t1	Antimicrobial_peptide
IDtig00036671.g107.t1	Antimicrobial_peptide
IDtig00036934.g10.t1	Antimicrobial_peptide
IDtig00036942.g28.t1	Antimicrobial_peptide
IDtig00038876.g44.t1	Antimicrobial_peptide
IDtig00108009.g131.t1	Antimicrobial_peptide
IDtig00116375.g77.t1	Antimicrobial_peptide
IDtig00119456.g41.t1	Antimicrobial_peptide
IDtig00121934.g88.t1	Antimicrobial_peptide
IDtig00150627.g35.t1	Antimicrobial_peptide
IDtig00166910.g102.t1	Antimicrobial_peptide
IDtig00176295.g108.t1	Antimicrobial_peptide
IDtig00179602.g1.t1	Antimicrobial_peptide
IDtig00183537.g94.t1	Antimicrobial_peptide
IDtig01338386.g136.t1	Antimicrobial_peptide
IDtig01338845.g39.t1	Antimicrobial_peptide
IDtig01339098.g126.t1	Antimicrobial_peptide
IDtig01340019.g51.t1	Antimicrobial_peptide
IDtig01340277.g31.t1	Antimicrobial_peptide
IDtig01342363.g46.t1	Antimicrobial_peptide
IDtig01343999.g46.t1	Antimicrobial_peptide
IDtig01345470.g54.t1	Antimicrobial_peptide
IDtig01346214.g48.t1	Antimicrobial_peptide
IDtig01346966.g41.t1	Antimicrobial_peptide
